Genome1,Genome2,DDH,CI,Distance,Prob_DDH_70,styled_Genome1,styled_Genome2
Ctu_SK141,Cyo_c21Ua_68,36.2,[33.8 - 38.7%],0.1132,0.96,<span style='color:#002BFF;'>Ctu</span> SK141,"<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> c21Ua 68<sup style=""vertical-align: super;"">T</sup>"
Ctu_SK141,Cyo_KPL2619,36.2,[33.7 - 38.7%],0.1133,0.95,<span style='color:#002BFF;'>Ctu</span> SK141,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> KPL2619
Ctu_SK141,Cyo_MSK136,36.3,[33.8 - 38.8%],0.1131,0.97,<span style='color:#002BFF;'>Ctu</span> SK141,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> MSK136
Cyo_c21Ua_68,Ccu_c8Ua_181,31.6,[29.2 - 34.1%],0.1338,0.2,"<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> c21Ua 68<sup style=""vertical-align: super;"">T</sup>","<span style='color:#FF00FF;'>Ccu</span> c8Ua 181<sup style=""vertical-align: super;"">T</sup>"
Cyo_c21Ua_68,Ccu_CTNIH19,31.4,[29 - 33.9%],0.1346,0.19,"<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> c21Ua 68<sup style=""vertical-align: super;"">T</sup>",<span style='color:#FF00FF;'>Ccu</span> CTNIH19
Cyo_c21Ua_68,Cha_CTNIH20,32.6,[30.2 - 35.1%],0.1287,0.29,"<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> c21Ua 68<sup style=""vertical-align: super;"">T</sup>",<span style='color:#0ABF00;'>Cha</span> CTNIH20
Cyo_c21Ua_68,Cha_CTNIH21,32.3,[29.9 - 34.8%],0.1302,0.26,"<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> c21Ua 68<sup style=""vertical-align: super;"">T</sup>",<span style='color:#0ABF00;'>Cha</span> CTNIH21
Cyo_c21Ua_68,Cha_CTNIH22,33,[30.6 - 35.5%],0.1271,0.33,"<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> c21Ua 68<sup style=""vertical-align: super;"">T</sup>","<span style='color:#0ABF00;'>Cha</span> CTNIH22<sup style=""vertical-align: super;"">T</sup>"
Cyo_c21Ua_68,Cha_CTNIH23,32.3,[29.9 - 34.9%],0.1301,0.26,"<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> c21Ua 68<sup style=""vertical-align: super;"">T</sup>",<span style='color:#0ABF00;'>Cha</span> CTNIH23
Cyo_c21Ua_68,Cke_CTNIH24,40.1,[37.6 - 42.6%],0.0991,2.78,"<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> c21Ua 68<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'>Cna</span> CTNIH24
Cyo_c21Ua_68,Cke_CTNIH27,40.4,[37.9 - 43%],0.0981,3.01,"<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> c21Ua 68<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'>Cna</span> CTNIH27
Cyo_c21Ua_68,Cke_EYE_437,40.3,[37.8 - 42.8%],0.0985,2.9,"<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> c21Ua 68<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> EYE_437
Cyo_c21Ua_68,Cke_FDAARGOS_1055,40.6,[38.1 - 43.1%],0.0975,3.14,"<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> c21Ua 68<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'>Cke</span> FDAARGOS 1055
Cyo_c21Ua_68,Cke_LK1134,40.1,[37.6 - 42.6%],0.0992,2.77,"<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> c21Ua 68<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> LK1134
Cyo_c21Ua_68,Cke_YSMAA5_1_D11,40.2,[37.7 - 42.8%],0.0987,2.87,"<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> c21Ua 68<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'>Cke</span> YSMAA5_1_D11
Cyo_c21Ua_68,Cmq_c19Ua_121,35.9,[33.4 - 38.4%],0.1145,0.87,"<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> c21Ua 68<sup style=""vertical-align: super;"">T</sup>","<span style='color:#39D9E5;'>Cmq</span> c19Ua 121<sup style=""vertical-align: super;"">T</sup>"
Cyo_c21Ua_68,Cmq_KPL4083,35.8,[33.4 - 38.3%],0.1148,0.85,"<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> c21Ua 68<sup style=""vertical-align: super;"">T</sup>",<span style='color:#39D9E5;'>Cmq</span> KPL4083
Cyo_c21Ua_68,Cmq_MSK144,36.1,[33.7 - 38.6%],0.1136,0.93,"<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> c21Ua 68<sup style=""vertical-align: super;"">T</sup>",<span style='color:#39D9E5;'>Cmq</span> MSK144
Cyo_c21Ua_68,Cna_KPL2825,40.5,[38 - 43%],0.0977,3.08,"<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> c21Ua 68<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'>Cna</span> KPL2825
Cyo_c21Ua_68,Cna_KPL3649,40.4,[37.9 - 42.9%],0.0982,2.98,"<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> c21Ua 68<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'>Cna</span> KPL3649
Cyo_c21Ua_68,Cna_KPL3804,40.2,[37.7 - 42.7%],0.0989,2.82,"<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> c21Ua 68<sup style=""vertical-align: super;"">T</sup>","<span style='color:#8200E7;'>Cna</span> KPL3804<sup style=""vertical-align: super;"">T</sup>"
Cyo_c21Ua_68,Cna_KPL4035,39.8,[37.3 - 42.3%],0.1001,2.58,"<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> c21Ua 68<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'>Cna</span> KPL4035
Cyo_c21Ua_68,Cna_KPL4072,40,[37.5 - 42.6%],0.0993,2.74,"<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> c21Ua 68<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'>Cna</span> KPL4072
Cyo_c21Ua_68,Cna_MSK071,40.4,[37.9 - 42.9%],0.0983,2.97,"<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> c21Ua 68<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'>Cna</span> MSK071
Cyo_c21Ua_68,Cna_MSK185,40.6,[38.1 - 43.1%],0.0975,3.15,"<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> c21Ua 68<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'>Cna</span> MSK185
Cyo_c21Ua_68,Cna_MSK194,40.1,[37.6 - 42.7%],0.099,2.81,"<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> c21Ua 68<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'>Cna</span> MSK194
Cyo_c21Ua_68,Ctu_DSM_44922,36.4,[34 - 38.9%],0.1124,1.02,"<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> c21Ua 68<sup style=""vertical-align: super;"">T</sup>","<span style='color:#002BFF;'>Ctu</span> DSM 44922<sup style=""vertical-align: super;"">T</sup>"
Cyo_c21Ua_68,Ctu_KPL3807,35.9,[33.5 - 38.4%],0.1145,0.87,"<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> c21Ua 68<sup style=""vertical-align: super;"">T</sup>",<span style='color:#002BFF;'>Ctu</span> KPL3807
Cyo_c21Ua_68,Ctu_MSK207,35.9,[33.4 - 38.4%],0.1145,0.87,"<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> c21Ua 68<sup style=""vertical-align: super;"">T</sup>",<span style='color:#002BFF;'>Ctu</span> MSK207
Cyo_c21Ua_68,Ctu_SK141,36.2,[33.8 - 38.7%],0.1132,0.96,"<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> c21Ua 68<sup style=""vertical-align: super;"">T</sup>",<span style='color:#002BFF;'>Ctu</span> SK141
Cyo_c21Ua_68,Cyo_c21Ua_68,100,[100 - NaN%],0,98.3,"<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> c21Ua 68<sup style=""vertical-align: super;"">T</sup>","<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> c21Ua 68<sup style=""vertical-align: super;"">T</sup>"
Cyo_c21Ua_68,Cyo_KPL2619,93.3,[91.4 - 94.8%],0.0085,96.79,"<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> c21Ua 68<sup style=""vertical-align: super;"">T</sup>",<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> KPL2619
Cyo_c21Ua_68,Cyo_MSK136,99.8,[99.7 - 99.9%],4e-4,98.25,"<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> c21Ua 68<sup style=""vertical-align: super;"">T</sup>",<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> MSK136
Cyo_KPL2619,Ccu_c8Ua_181,31.6,[29.2 - 34.1%],0.134,0.2,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> KPL2619,"<span style='color:#FF00FF;'>Ccu</span> c8Ua 181<sup style=""vertical-align: super;"">T</sup>"
Cyo_KPL2619,Ccu_CTNIH19,31.5,[29.1 - 34%],0.1343,0.19,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> KPL2619,<span style='color:#FF00FF;'>Ccu</span> CTNIH19
Cyo_KPL2619,Cha_CTNIH20,32.7,[30.3 - 35.2%],0.1286,0.3,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> KPL2619,<span style='color:#0ABF00;'>Cha</span> CTNIH20
Cyo_KPL2619,Cha_CTNIH21,32.2,[29.8 - 34.8%],0.1306,0.25,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> KPL2619,<span style='color:#0ABF00;'>Cha</span> CTNIH21
Cyo_KPL2619,Cha_CTNIH22,32.9,[30.4 - 35.4%],0.1277,0.32,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> KPL2619,"<span style='color:#0ABF00;'>Cha</span> CTNIH22<sup style=""vertical-align: super;"">T</sup>"
Cyo_KPL2619,Cha_CTNIH23,32.5,[30 - 35%],0.1296,0.27,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> KPL2619,<span style='color:#0ABF00;'>Cha</span> CTNIH23
Cyo_KPL2619,Cke_CTNIH24,40,[37.5 - 42.6%],0.0994,2.73,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> KPL2619,<span style='color:#8200E7;'>Cna</span> CTNIH24
Cyo_KPL2619,Cke_CTNIH27,40.2,[37.7 - 42.8%],0.0987,2.88,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> KPL2619,<span style='color:#8200E7;'>Cna</span> CTNIH27
Cyo_KPL2619,Cke_EYE_437,40.1,[37.6 - 42.6%],0.0991,2.79,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> KPL2619,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> EYE_437
Cyo_KPL2619,Cke_FDAARGOS_1055,40.4,[37.9 - 43%],0.098,3.02,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> KPL2619,<span style='color:#8200E7;'>Cke</span> FDAARGOS 1055
Cyo_KPL2619,Cke_LK1134,40,[37.5 - 42.5%],0.0996,2.69,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> KPL2619,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> LK1134
Cyo_KPL2619,Cke_YSMAA5_1_D11,40.1,[37.6 - 42.6%],0.0991,2.79,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> KPL2619,<span style='color:#8200E7;'>Cke</span> YSMAA5_1_D11
Cyo_KPL2619,Cmq_c19Ua_121,36,[33.6 - 38.5%],0.114,0.91,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> KPL2619,"<span style='color:#39D9E5;'>Cmq</span> c19Ua 121<sup style=""vertical-align: super;"">T</sup>"
Cyo_KPL2619,Cmq_KPL4083,36,[33.6 - 38.5%],0.114,0.9,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> KPL2619,<span style='color:#39D9E5;'>Cmq</span> KPL4083
Cyo_KPL2619,Cmq_MSK144,36.2,[33.7 - 38.7%],0.1135,0.94,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> KPL2619,<span style='color:#39D9E5;'>Cmq</span> MSK144
Cyo_KPL2619,Cna_KPL2825,40.5,[38 - 43%],0.0979,3.05,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> KPL2619,<span style='color:#8200E7;'>Cna</span> KPL2825
Cyo_KPL2619,Cna_KPL3649,40.3,[37.8 - 42.8%],0.0986,2.9,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> KPL2619,<span style='color:#8200E7;'>Cna</span> KPL3649
Cyo_KPL2619,Cna_KPL3804,39.9,[37.5 - 42.5%],0.0996,2.68,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> KPL2619,"<span style='color:#8200E7;'>Cna</span> KPL3804<sup style=""vertical-align: super;"">T</sup>"
Cyo_KPL2619,Cna_KPL4035,39.7,[37.2 - 42.3%],0.1004,2.53,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> KPL2619,<span style='color:#8200E7;'>Cna</span> KPL4035
Cyo_KPL2619,Cna_KPL4072,40,[37.5 - 42.5%],0.0995,2.71,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> KPL2619,<span style='color:#8200E7;'>Cna</span> KPL4072
Cyo_KPL2619,Cna_MSK071,40.3,[37.8 - 42.8%],0.0986,2.89,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> KPL2619,<span style='color:#8200E7;'>Cna</span> MSK071
Cyo_KPL2619,Cna_MSK185,40.6,[38.1 - 43.1%],0.0976,3.12,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> KPL2619,<span style='color:#8200E7;'>Cna</span> MSK185
Cyo_KPL2619,Cna_MSK194,39.9,[37.4 - 42.4%],0.0998,2.65,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> KPL2619,<span style='color:#8200E7;'>Cna</span> MSK194
Cyo_KPL2619,Ctu_DSM_44922,36.5,[34.1 - 39%],0.112,1.05,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> KPL2619,"<span style='color:#002BFF;'>Ctu</span> DSM 44922<sup style=""vertical-align: super;"">T</sup>"
Cyo_KPL2619,Ctu_KPL3807,35.9,[33.5 - 38.5%],0.1143,0.88,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> KPL2619,<span style='color:#002BFF;'>Ctu</span> KPL3807
Cyo_KPL2619,Ctu_MSK207,36,[33.5 - 38.5%],0.1143,0.89,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> KPL2619,<span style='color:#002BFF;'>Ctu</span> MSK207
Cyo_KPL2619,Ctu_SK141,36.2,[33.7 - 38.7%],0.1133,0.95,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> KPL2619,<span style='color:#002BFF;'>Ctu</span> SK141
Cyo_KPL2619,Cyo_c21Ua_68,93.3,[91.4 - 94.8%],0.0085,96.79,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> KPL2619,"<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> c21Ua 68<sup style=""vertical-align: super;"">T</sup>"
Cyo_KPL2619,Cyo_KPL2619,100,[100 - NaN%],0,98.3,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> KPL2619,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> KPL2619
Cyo_KPL2619,Cyo_MSK136,92.7,[90.8 - 94.3%],0.0091,96.63,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> KPL2619,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> MSK136
Cyo_MSK136,Ccu_c8Ua_181,31.9,[29.5 - 34.4%],0.1323,0.22,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> MSK136,"<span style='color:#FF00FF;'>Ccu</span> c8Ua 181<sup style=""vertical-align: super;"">T</sup>"
Cyo_MSK136,Ccu_CTNIH19,31.5,[29.1 - 34%],0.1345,0.19,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> MSK136,<span style='color:#FF00FF;'>Ccu</span> CTNIH19
Cyo_MSK136,Cha_CTNIH20,32.5,[30.1 - 35%],0.1294,0.28,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> MSK136,<span style='color:#0ABF00;'>Cha</span> CTNIH20
Cyo_MSK136,Cha_CTNIH21,32.4,[30 - 34.9%],0.1297,0.27,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> MSK136,<span style='color:#0ABF00;'>Cha</span> CTNIH21
Cyo_MSK136,Cha_CTNIH22,33.4,[31 - 35.9%],0.1252,0.38,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> MSK136,"<span style='color:#0ABF00;'>Cha</span> CTNIH22<sup style=""vertical-align: super;"">T</sup>"
Cyo_MSK136,Cha_CTNIH23,32.4,[30 - 34.9%],0.1299,0.27,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> MSK136,<span style='color:#0ABF00;'>Cha</span> CTNIH23
Cyo_MSK136,Cke_CTNIH24,40.1,[37.6 - 42.6%],0.0992,2.76,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> MSK136,<span style='color:#8200E7;'>Cna</span> CTNIH24
Cyo_MSK136,Cke_CTNIH27,40.4,[37.9 - 42.9%],0.0981,3.01,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> MSK136,<span style='color:#8200E7;'>Cna</span> CTNIH27
Cyo_MSK136,Cke_EYE_437,40.3,[37.8 - 42.8%],0.0986,2.9,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> MSK136,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> EYE_437
Cyo_MSK136,Cke_FDAARGOS_1055,40.9,[38.4 - 43.4%],0.0966,3.37,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> MSK136,<span style='color:#8200E7;'>Cke</span> FDAARGOS 1055
Cyo_MSK136,Cke_LK1134,40,[37.5 - 42.6%],0.0993,2.73,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> MSK136,<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> LK1134
Cyo_MSK136,Cke_YSMAA5_1_D11,40.2,[37.8 - 42.8%],0.0986,2.89,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> MSK136,<span style='color:#8200E7;'>Cke</span> YSMAA5_1_D11
Cyo_MSK136,Cmq_c19Ua_121,35.9,[33.5 - 38.4%],0.1144,0.88,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> MSK136,"<span style='color:#39D9E5;'>Cmq</span> c19Ua 121<sup style=""vertical-align: super;"">T</sup>"
Cyo_MSK136,Cmq_KPL4083,35.8,[33.4 - 38.4%],0.1147,0.86,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> MSK136,<span style='color:#39D9E5;'>Cmq</span> KPL4083
Cyo_MSK136,Cmq_MSK144,36,[33.6 - 38.6%],0.1139,0.91,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> MSK136,<span style='color:#39D9E5;'>Cmq</span> MSK144
Cyo_MSK136,Cna_KPL2825,40.6,[38.2 - 43.2%],0.0973,3.19,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> MSK136,<span style='color:#8200E7;'>Cna</span> KPL2825
Cyo_MSK136,Cna_KPL3649,40.4,[37.9 - 43%],0.098,3.02,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> MSK136,<span style='color:#8200E7;'>Cna</span> KPL3649
Cyo_MSK136,Cna_KPL3804,40.1,[37.6 - 42.6%],0.0991,2.79,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> MSK136,"<span style='color:#8200E7;'>Cna</span> KPL3804<sup style=""vertical-align: super;"">T</sup>"
Cyo_MSK136,Cna_KPL4035,39.7,[37.2 - 42.2%],0.1006,2.5,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> MSK136,<span style='color:#8200E7;'>Cna</span> KPL4035
Cyo_MSK136,Cna_KPL4072,40,[37.5 - 42.5%],0.0994,2.72,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> MSK136,<span style='color:#8200E7;'>Cna</span> KPL4072
Cyo_MSK136,Cna_MSK071,40.4,[37.9 - 43%],0.098,3.02,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> MSK136,<span style='color:#8200E7;'>Cna</span> MSK071
Cyo_MSK136,Cna_MSK185,40.6,[38.1 - 43.1%],0.0975,3.13,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> MSK136,<span style='color:#8200E7;'>Cna</span> MSK185
Cyo_MSK136,Cna_MSK194,40.1,[37.6 - 42.6%],0.0992,2.76,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> MSK136,<span style='color:#8200E7;'>Cna</span> MSK194
Cyo_MSK136,Ctu_DSM_44922,36.5,[34.1 - 39%],0.112,1.05,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> MSK136,"<span style='color:#002BFF;'>Ctu</span> DSM 44922<sup style=""vertical-align: super;"">T</sup>"
Cyo_MSK136,Ctu_KPL3807,35.9,[33.5 - 38.4%],0.1144,0.88,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> MSK136,<span style='color:#002BFF;'>Ctu</span> KPL3807
Cyo_MSK136,Ctu_MSK207,36,[33.5 - 38.5%],0.1142,0.89,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> MSK136,<span style='color:#002BFF;'>Ctu</span> MSK207
Cyo_MSK136,Ctu_SK141,36.3,[33.8 - 38.8%],0.1131,0.97,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> MSK136,<span style='color:#002BFF;'>Ctu</span> SK141
Cyo_MSK136,Cyo_c21Ua_68,99.8,[99.7 - 99.9%],4e-4,98.25,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> MSK136,"<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> c21Ua 68<sup style=""vertical-align: super;"">T</sup>"
Cyo_MSK136,Cyo_KPL2619,92.7,[90.8 - 94.3%],0.0091,96.63,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> MSK136,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> KPL2619
Cyo_MSK136,Cyo_MSK136,100,[100 - NaN%],0,98.3,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> MSK136,<span style='color:#0A6003;'><span style='color:#0A6003;'>Cyo</span></span> MSK136
Cha_CTNIH22,Ccu_c8Ua_181,51.7,[49 - 54.3%],0.0679,23.99,"<span style='color:#0ABF00;'>Cha</span> CTNIH22<sup style=""vertical-align: super;"">T</sup>","<span style='color:#FF00FF;'>Ccu</span> c8Ua 181<sup style=""vertical-align: super;"">T</sup>"
Cha_CTNIH22,Ccu_CTNIH19,51.9,[49.2 - 54.5%],0.0674,24.64,"<span style='color:#0ABF00;'>Cha</span> CTNIH22<sup style=""vertical-align: super;"">T</sup>",<span style='color:#FF00FF;'>Ccu</span> CTNIH19
Cha_CTNIH22,Cha_CTNIH20,78.6,[75.6 - 81.3%],0.025,89.44,"<span style='color:#0ABF00;'>Cha</span> CTNIH22<sup style=""vertical-align: super;"">T</sup>",<span style='color:#0ABF00;'>Cha</span> CTNIH20
Cha_CTNIH22,Cha_CTNIH21,78.1,[75.2 - 80.9%],0.0256,89.03,"<span style='color:#0ABF00;'>Cha</span> CTNIH22<sup style=""vertical-align: super;"">T</sup>",<span style='color:#0ABF00;'>Cha</span> CTNIH21
Cha_CTNIH22,Cha_CTNIH22,100,[100 - NaN%],0,98.3,"<span style='color:#0ABF00;'>Cha</span> CTNIH22<sup style=""vertical-align: super;"">T</sup>","<span style='color:#0ABF00;'>Cha</span> CTNIH22<sup style=""vertical-align: super;"">T</sup>"
Cha_CTNIH22,Cha_CTNIH23,76.8,[73.8 - 79.6%],0.0272,87.77,"<span style='color:#0ABF00;'>Cha</span> CTNIH22<sup style=""vertical-align: super;"">T</sup>",<span style='color:#0ABF00;'>Cha</span> CTNIH23
Cha_CTNIH22,Cke_CTNIH24,32.8,[30.4 - 35.3%],0.128,0.31,"<span style='color:#0ABF00;'>Cha</span> CTNIH22<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'>Cna</span> CTNIH24
Cha_CTNIH22,Cke_CTNIH27,33.1,[30.6 - 35.6%],0.1268,0.34,"<span style='color:#0ABF00;'>Cha</span> CTNIH22<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'>Cna</span> CTNIH27
Cha_CTNIH22,Cke_EYE_437,33,[30.6 - 35.5%],0.1271,0.33,"<span style='color:#0ABF00;'>Cha</span> CTNIH22<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> EYE_437
Cha_CTNIH22,Cke_FDAARGOS_1055,33.2,[30.8 - 35.7%],0.1262,0.36,"<span style='color:#0ABF00;'>Cha</span> CTNIH22<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'>Cke</span> FDAARGOS 1055
Cha_CTNIH22,Cke_LK1134,33.1,[30.7 - 35.6%],0.1266,0.35,"<span style='color:#0ABF00;'>Cha</span> CTNIH22<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'><span style='color:#8200E7;'>Cke</span></span> LK1134
Cha_CTNIH22,Cke_YSMAA5_1_D11,33.1,[30.7 - 35.6%],0.1265,0.35,"<span style='color:#0ABF00;'>Cha</span> CTNIH22<sup style=""vertical-align: super;"">T</sup>",<span style='color:#8200E7;'>Cke</span> YSMAA5_1_D11
Cha_CTNIH22,Cmq_c19Ua_121,37.8,[35.3 - 40.3%],0.1071,1.52,"<span style='color:#0ABF00;'>Cha</span> CTNIH22<sup style=""vertical-align: super;"">T</sup>","<span style='color:#39D9E5;'>Cmq</span> c19Ua 121<sup style=""vertical-align: super;"">T</sup>"
Cha_CTNIH22,Cmq_KPL4083,38.3,[35.8 - 40.8%],0.1054,1.73,"<span style='color:#0ABF00;'>Cha</span> CTNIH22<sup style=""vertical-align: super;"">T</sup>",<span style='color:#39D9E5;'>Cmq</span> KPL4083
